label,image_path,image_name,arrays,0_2,4_6,8_12,15_20,25_32,38_43,48_53,60_100,gt
0_2,../OUTPUT/faces_detected/0_2/image_1277.jpg,image_1277.jpg,"[[ 87  85  94 ... 111 114 140]
 [ 97 102  90 ... 108 118 123]
 [ 93  76  94 ... 105 110 107]
 ...
 [ 82  94  80 ...  68  52  87]
 [ 81  73  98 ... 112 123 128]
 [112  92  64 ... 134 132 132]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_228.jpg,image_228.jpg,"[[ 55  60  92 ...  27  16  52]
 [ 54  57  98 ...  19  15  47]
 [ 63  72  97 ...  20  13  51]
 ...
 [140 136 155 ... 190 188 181]
 [146 140 144 ... 189 187 187]
 [156 149 139 ... 196 195 193]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_995.jpg,image_995.jpg,"[[145 148 151 ... 116 127 133]
 [141 143 143 ... 136 127 136]
 [136 137 141 ... 143 142 138]
 ...
 [135 129 103 ... 186 194 190]
 [134 122 132 ... 174 184 173]
 [130 108 138 ... 173 175 172]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1440.jpg,image_1440.jpg,"[[ 57 132 146 ... 111  63  42]
 [ 59 137 148 ...  88  74  48]
 [ 72 137 147 ...  72  80  48]
 ...
 [ 30  45  41 ...  28  21  22]
 [ 14  38  40 ...  21  25  25]
 [  6  18  35 ...  29  30  25]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1559.jpg,image_1559.jpg,"[[32 31 29 ... 44 59 33]
 [25 28 26 ... 44 53 37]
 [20 26 24 ... 42 52 50]
 ...
 [30 29 31 ... 36 51 74]
 [28 29 30 ... 70 36 57]
 [29 31 29 ... 87 53 45]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2431.jpg,image_2431.jpg,"[[ 35  32  25 ... 217 217 217]
 [ 32  29  22 ... 218 221 216]
 [ 28  23  23 ... 212 219 218]
 ...
 [153 142 124 ... 200 199 198]
 [166 149 132 ... 202 200 201]
 [172 159 143 ... 202 203 203]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_459.jpg,image_459.jpg,"[[ 73  68  60 ...  10   7  28]
 [ 73  66  62 ...  13   4  22]
 [ 72  70  59 ...  16   5  21]
 ...
 [ 50  81  35 ... 204 199 191]
 [ 54  75  61 ... 200 200 192]
 [ 86  97  92 ... 202 200 196]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_273.jpg,image_273.jpg,"[[ 81  78  84 ... 106  82 112]
 [ 73  74  77 ...  98  74 110]
 [ 72  84  76 ...  97  91 112]
 ...
 [111 108 112 ...  80  74  71]
 [103 107 105 ... 100 105 105]
 [107 100 106 ... 172 179 175]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_114.jpg,image_114.jpg,"[[165 170 184 ...  78  66  56]
 [196 189 186 ...  88  59  41]
 [170 132 118 ...  82  62  43]
 ...
 [255 255 255 ... 255 255 255]
 [252 254 255 ... 255 255 255]
 [251 253 254 ... 255 255 255]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2346.jpg,image_2346.jpg,"[[147 156 124 ... 108 111 111]
 [119 113  96 ... 113 110 111]
 [128 127 108 ... 112 113 112]
 ...
 [ 13  12  11 ... 145 146 156]
 [ 13  12  10 ... 103 116 119]
 [ 12  12  12 ...  51  62  73]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_385.jpg,image_385.jpg,"[[175 174 169 ... 183 179 171]
 [161 179 166 ... 178 173 174]
 [175 193 144 ... 175 169 167]
 ...
 [ 37  26  32 ...  23  24  62]
 [ 41  31  32 ...  16  19  21]
 [ 39  32  31 ...  20  20  22]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_973.jpg,image_973.jpg,"[[214 225 230 ... 123 118 116]
 [214 222 228 ... 120 119 116]
 [215 219 223 ... 121 114 116]
 ...
 [ 36  41  39 ...  24  28  27]
 [ 37  37  39 ...  25  26  28]
 [ 33  37  38 ...  26  27  25]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1512.jpg,image_1512.jpg,"[[ 60  55  54 ...  65  62  59]
 [ 59  62  64 ...  61  65  60]
 [ 38  36  44 ...  59  61  59]
 ...
 [ 76  24  32 ...  38  38  36]
 [ 36  30  22 ...  93  56  47]
 [ 50  43  30 ... 160 159 158]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_633.jpg,image_633.jpg,"[[117  70  80 ... 255 255 255]
 [ 95  73  77 ... 255 255 255]
 [ 78  67  77 ... 255 255 255]
 ...
 [ 12  14  17 ...  35  87  67]
 [ 12  12  17 ...  29  85  39]
 [ 12  11  17 ...  46  51  28]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1643.jpg,image_1643.jpg,"[[113 109 117 ...  55  52  58]
 [106 111 109 ...  47  49  58]
 [101 101 104 ...  50  48  56]
 ...
 [248 238 244 ...  72  73  72]
 [224 253 254 ...  85  79  78]
 [221 221 227 ...  92  90  83]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2191.jpg,image_2191.jpg,"[[ 96  98 100 ... 144 157 170]
 [ 94  94  95 ... 139 161 170]
 [ 86  86  93 ... 147 155 161]
 ...
 [ 81  60  74 ...  86 102 111]
 [ 85  58  74 ...  71  91 112]
 [ 90  63  70 ...  58  91 106]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1964.jpg,image_1964.jpg,"[[ 32  36  50 ...  28  55  89]
 [ 37  23  28 ...  23  49  52]
 [ 41  34  31 ...  20  22  43]
 ...
 [ 92 135 148 ...   2   3   3]
 [ 49 102 126 ...   2   3   3]
 [ 28  71 104 ...   1   3   4]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2327.jpg,image_2327.jpg,"[[204 219 227 ...   6   6   5]
 [206 215 221 ...   4   6   6]
 [201 208 224 ...   6   5   6]
 ...
 [233 230 230 ...  71  46  47]
 [232 237 235 ...  43  45  76]
 [234 232 238 ...  66  50  80]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_111.jpg,image_111.jpg,"[[ 59  52  46 ... 105 101  63]
 [ 55  47  37 ...  79  95  55]
 [ 41  39  42 ...  62  84  39]
 ...
 [ 47  53 232 ...  14  13   9]
 [ 44  89 237 ...  16  15  14]
 [ 46 167 251 ...  15  16  15]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2066.jpg,image_2066.jpg,"[[114  33  31 ... 136 149 124]
 [ 66  29  49 ... 137 149 130]
 [ 31  34  41 ... 143 149 136]
 ...
 [212 210 202 ... 104  90 118]
 [216 216 214 ...  94 122 123]
 [209 207 204 ... 100 137 129]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_103.jpg,image_103.jpg,"[[ 69  61  72 ... 108 110  88]
 [ 70  81  71 ...  98  86  75]
 [ 83  66  75 ... 144 101  74]
 ...
 [210 212 212 ... 237 236 236]
 [212 211 209 ... 238 237 233]
 [214 209 208 ... 236 231 228]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1409.jpg,image_1409.jpg,"[[107 108 105 ... 106 108 101]
 [109 105 107 ... 108 106 101]
 [104 108 104 ...  98 102  99]
 ...
 [109 107 110 ... 155 153 148]
 [110 106 109 ...  40  34  25]
 [106 110 108 ...  28  28  24]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1209.jpg,image_1209.jpg,"[[116  50  39 ... 206 194 187]
 [ 84  24  22 ... 204 195 187]
 [ 71  17  13 ... 202 202 198]
 ...
 [129 114 114 ... 141 144 150]
 [115 117 118 ... 142 149 167]
 [196 208 181 ... 153 165 171]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1411.jpg,image_1411.jpg,"[[224 148 136 ... 232 232 213]
 [218 116  93 ... 222 224 207]
 [108  97  95 ... 214 220 208]
 ...
 [ 17  11  15 ... 165  58  49]
 [ 14  11  15 ... 199 152  65]
 [ 33  17  17 ... 161 207 121]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_314.jpg,image_314.jpg,"[[ 73  64  68 ... 199 205 212]
 [ 69  65  78 ... 195 207 201]
 [ 72  69  74 ... 193 204 207]
 ...
 [117 114 104 ... 165 144 101]
 [119 136 143 ... 166 150 109]
 [137 143 145 ... 164 156 101]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_303.jpg,image_303.jpg,"[[ 19   8   7 ... 130 253 253]
 [ 17  11  12 ...  98 230 254]
 [ 13  15  24 ...  98  96 254]
 ...
 [ 80  64  59 ... 204 205 208]
 [128 134 119 ... 204 206 207]
 [ 98 113 132 ... 211 208 213]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2284.jpg,image_2284.jpg,"[[ 15  12  50 ... 130 131 134]
 [  9  12  13 ... 132 132 130]
 [ 10  10  14 ... 129 130 133]
 ...
 [148 135 120 ... 173 170  59]
 [126 119 103 ... 179 180 171]
 [105  85  55 ... 179 186 179]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_492.jpg,image_492.jpg,"[[ 16  23  30 ...  44  39  33]
 [ 21  26  32 ...  45  37  35]
 [ 21  26  34 ...  44  40  35]
 ...
 [140 134 123 ... 142 142 142]
 [142 144 137 ... 159 159 160]
 [140 146 147 ... 167 166 166]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_883.jpg,image_883.jpg,"[[ 59  61  62 ... 114 104  93]
 [ 58  58  69 ... 132 101  95]
 [ 54  62  67 ... 146 114 109]
 ...
 [  8   4   4 ...  17  21  23]
 [  9   5   5 ...  20  19  20]
 [  8   5   6 ...  19  18  18]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1239.jpg,image_1239.jpg,"[[156 140 131 ... 132 127 120]
 [155 146 131 ... 132 131 122]
 [152 135 135 ... 130 127 125]
 ...
 [145 104 103 ...  88  89  90]
 [123 104 106 ...  86  86  93]
 [104 107 107 ...  88  86  93]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2262.jpg,image_2262.jpg,"[[150 155 158 ... 122 131 140]
 [158 154 155 ... 122 126 145]
 [160 157 158 ... 120 133 130]
 ...
 [240 232 251 ... 129 180 202]
 [233 244 242 ... 167 220 223]
 [234 248 242 ... 237 190 223]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2157.jpg,image_2157.jpg,"[[ 13  14  17 ...  52  67  81]
 [ 10  18  19 ...  50  54  60]
 [ 16  20  18 ...  46  45  51]
 ...
 [ 76  81  74 ...  96  96 105]
 [ 89  91  81 ...  96  79  96]
 [ 95  88  91 ...  79  82  90]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_542.jpg,image_542.jpg,"[[ 26  30  33 ... 151 141 135]
 [ 22  22  36 ... 144 135 123]
 [ 20  27  32 ... 145 132 116]
 ...
 [ 30  33  22 ... 165 174 182]
 [ 14   9   9 ... 167 175 172]
 [  9   9   9 ... 173 174 188]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2294.jpg,image_2294.jpg,"[[230 226 224 ... 172 178 174]
 [211 211 211 ... 176 172 176]
 [203 204 203 ... 175 182 177]
 ...
 [145 129  86 ... 120 128 136]
 [132 117 104 ...  91 130 124]
 [122 104  86 ... 109 125 130]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_830.jpg,image_830.jpg,"[[102 110 111 ... 177 168 152]
 [108 109 114 ... 185 176 165]
 [110 111 115 ... 181 182 169]
 ...
 [210 222 230 ... 217 209 134]
 [251 254 253 ... 207 205 175]
 [255 254 253 ... 197 201 208]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2087.jpg,image_2087.jpg,"[[ 94  84  94 ... 202 200 195]
 [ 86 100 100 ... 202 197 192]
 [106  96 100 ... 201 192 190]
 ...
 [ 58  58  55 ...  80 160 137]
 [ 65  63  54 ...  89  97 153]
 [ 45  53  48 ...  87 120 120]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_872.jpg,image_872.jpg,"[[185 184 184 ... 124 129 124]
 [190 183 179 ... 123 122 120]
 [186 192 187 ... 117 125 119]
 ...
 [132 125 119 ... 191 187 179]
 [106 120 134 ... 210 209 206]
 [121 162  71 ... 188 183 189]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1554.jpg,image_1554.jpg,"[[178 180 184 ...  57  64  43]
 [186 187 189 ...  72  58  47]
 [190 192 193 ...  62  56  39]
 ...
 [182 218 219 ... 142 132 123]
 [149 185 200 ... 133 119 114]
 [152 141 185 ... 125 115 137]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_5.jpg,image_5.jpg,"[[130 122 102 ... 144 144 130]
 [131 131 130 ... 140 145 133]
 [131 132 131 ... 143 132 137]
 ...
 [137 146 145 ... 142 133 118]
 [137 148 139 ... 141 129 121]
 [139 137 126 ... 133 124 124]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1775.jpg,image_1775.jpg,"[[202 200 200 ... 107  72  47]
 [206 203 200 ... 104  80  48]
 [201 204 204 ... 100  73  39]
 ...
 [ 96  75  39 ...  91 113 118]
 [ 64  62  84 ...  95  93 115]
 [ 63  72  60 ...  74  78 113]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_204.jpg,image_204.jpg,"[[68 74 72 ... 47 60 67]
 [68 69 71 ... 50 83 62]
 [72 73 72 ... 57 83 43]
 ...
 [68 72 76 ... 41 29 12]
 [61 69 71 ... 39 30 17]
 [43 28 34 ... 50 29 16]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_837.jpg,image_837.jpg,"[[125 130 126 ... 156 151 184]
 [125 125 125 ... 169 177 160]
 [132 126 136 ... 193 170 141]
 ...
 [ 82  97  87 ... 241 156 135]
 [ 79  97  85 ... 240 237 136]
 [ 88  96 106 ... 238 238 213]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_688.jpg,image_688.jpg,"[[149 150 150 ...  13  19  46]
 [145 149 150 ...  15  12  24]
 [146 148 147 ...  14  14  17]
 ...
 [118 121 122 ...  84  84  86]
 [120 122 125 ...  89  90  91]
 [119 125 127 ...  87  90  93]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_801.jpg,image_801.jpg,"[[ 99  76  67 ...  99  95  92]
 [ 82  65  67 ...  95  99  96]
 [ 75  69  73 ... 104 102  99]
 ...
 [  7  11   9 ...   8   8   9]
 [ 10   9   9 ...   8   9   9]
 [  8   7   8 ...   8  12   7]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1971.jpg,image_1971.jpg,"[[184 179 126 ...  58  77  75]
 [177 138 118 ...  51  53  54]
 [159 101 108 ...  32  42  48]
 ...
 [242 244 241 ...  99 225 237]
 [246 241 237 ... 237 239 240]
 [244 233 229 ... 239 234 235]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2197.jpg,image_2197.jpg,"[[109 109 112 ... 181 178 166]
 [108 110 111 ... 184 174 166]
 [106 110 109 ... 185 178 171]
 ...
 [115 114 115 ...  97 100 105]
 [115 116 114 ...  89  94 105]
 [118 114 115 ...  61  87  93]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1494.jpg,image_1494.jpg,"[[ 45  66  84 ...  57  51  61]
 [ 34  73 101 ...  58  47  57]
 [ 41  77 100 ...  47  45  43]
 ...
 [ 23  19  21 ...  19  19  19]
 [ 23  22  26 ...  19  18  19]
 [ 19  21  22 ...  23  24  26]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_365.jpg,image_365.jpg,"[[126 131 141 ... 131 129 125]
 [118 136 145 ... 133 123 126]
 [122 134 148 ... 132 115 105]
 ...
 [184 170 159 ... 156 167 180]
 [176 165 155 ... 174 152 165]
 [168 165 153 ... 192 164 145]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1010.jpg,image_1010.jpg,"[[ 11  22  70 ... 122 111 102]
 [ 18  30  83 ... 122 117 113]
 [ 47  65  88 ... 127 118 111]
 ...
 [244 243 240 ... 146 157 147]
 [240 243 237 ... 155 169 158]
 [244 242 217 ... 161 175 164]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1354.jpg,image_1354.jpg,"[[  9   8   8 ... 100  97  76]
 [  9   9   8 ... 112 103  84]
 [  9   9   9 ... 113 106  89]
 ...
 [ 29  36  33 ...  92  64  85]
 [ 31  29 126 ...  65  87  91]
 [ 27  90 166 ...  79  83  85]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1629.jpg,image_1629.jpg,"[[193 197 196 ... 134 130 124]
 [193 195 195 ... 134 127 125]
 [193 195 192 ... 134 130 126]
 ...
 [102  97  91 ... 215 216 214]
 [ 89  88  86 ... 211 217 212]
 [ 78  72  68 ... 199 204 204]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_813.jpg,image_813.jpg,"[[ 76  83  90 ... 103 103  53]
 [ 74  78  84 ... 105 102  34]
 [ 73  79  81 ... 112 110  11]
 ...
 [ 74  74  73 ...   0   0   0]
 [ 78  80  75 ...   0   0   0]
 [ 79  80  76 ...   0   0   0]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1947.jpg,image_1947.jpg,"[[ 29  35  43 ... 104  89  86]
 [ 29  33  49 ...  71  80  81]
 [ 40  37  50 ...  80  80  77]
 ...
 [111 114 115 ... 135 130 118]
 [112 114 117 ... 136 140 132]
 [129 105 111 ... 130 133 140]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_811.jpg,image_811.jpg,"[[154 156 152 ... 127 128 134]
 [145 155 197 ... 125 123 126]
 [137 171 155 ... 121 119 125]
 ...
 [255 255 255 ... 166 158 156]
 [255 255 253 ... 163 155 151]
 [255 254 251 ... 158 155 148]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1278.jpg,image_1278.jpg,"[[69 70 70 ... 69 56 51]
 [71 70 71 ... 69 57 51]
 [70 69 68 ... 71 60 51]
 ...
 [53 54 53 ... 18 18 18]
 [50 49 51 ... 18 18 19]
 [47 49 51 ... 16 16 18]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_443.jpg,image_443.jpg,"[[ 34  39  44 ...   7   4   6]
 [ 41  48  23 ...   5   4   3]
 [ 37  38 100 ...   7   4   5]
 ...
 [ 32  37  28 ... 236 230 220]
 [ 30  33  25 ... 230 227 225]
 [ 32  38  52 ... 227 230 227]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_315.jpg,image_315.jpg,"[[ 52 111  61 ...  23  16  22]
 [ 71  57 112 ...  29  30  28]
 [ 80  73  55 ...  37  39  39]
 ...
 [153 141 135 ... 122 160 130]
 [217 151 140 ... 107 137 148]
 [151 228 203 ...  60  99 124]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_119.jpg,image_119.jpg,"[[154 171 175 ... 218 223 220]
 [175 179 176 ... 222 220 216]
 [177 171 177 ... 220 216 216]
 ...
 [151 179 193 ... 197 198 198]
 [141 164 181 ... 189 182 188]
 [141 151 157 ... 185 182 181]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_276.jpg,image_276.jpg,"[[133 134 134 ... 134 137 134]
 [134 134 134 ... 135 133 133]
 [134 133 133 ... 133 131 134]
 ...
 [179 181 181 ... 175 173 175]
 [176 178 179 ... 172 169 173]
 [173 176 176 ... 170 167 170]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
